link,title,price,area,location,posted_date
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-huu-nghi-phuong-phu-chan-prj-centa-riverside/-park-view-co-hoi-vang-so-bat-dong-san-ven-song-gia-chi-tu-7-5-ty-pr42787606,"Centa Riverside Park View: Cơ hội vàng sở hữu bất động sản ven sông, giá chỉ từ 7,5 tỷ",12 tỷ,120 m²,"Từ Sơn, Bắc Ninh",
https://batdongsan.com.vn/ban-dat-duong-nguyen-thi-hanh-thi-tran-hau-nghia/ban-tai-hem-o-to-duc-hoa-long-an-1-35-ty-94-m2-pr42853565,"Bán đất tại hẽm ô tô Đường Nguyễn Thị Hạnh, Thị trấn Hậu Nghĩa, Đức Hòa, Long An, 1,35 tỷ, 94 m2","1,35 tỷ",94 m²,"Đức Hòa, Long An",
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-thao-dien/chuyen-ban-sieu-dep-gia-sieu-re-tai-tro-vay-80-pr42853556,"Chuyên bán căn hộ siêu đẹp, giá siêu rẻ tại Masteri Thảo Điền. Hỗ trợ vay 80%",Giá thỏa thuận,78 m²,"Quận 2, Hồ Chí Minh",
https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-hung-thanh-prj-nam-long-ii-central-lake/tung-bung-mo-b-ph-khu-dep-nhat-2-c-tho-pr42853483,Tưng bừng mở bán phân khu đẹp nhất dự án Nam Long 2 Cần Thơ,"3,2 tỷ",90 m²,"Cái Răng, Cần Thơ",
https://batdongsan.com.vn/ban-nha-rieng-duong-thong-nhat-phuong-16-3/can-ho-dv-31-phong-hien-tai-dang-cho-thue-khoan-160-trieu-thang-ngang-8m-dai-29m-pr42853369,Căn hộ DV 31 phòng. Hiện tại đang cho thuê khoán 160 triệu / tháng ngang 8m dài 29m,"36,8 tỷ",219 m²,"Gò Vấp, Hồ Chí Minh",
https://batdongsan.com.vn/ban-dat-duong-thanh-trung-thi-tran-trau-quy/can-ban-gap-152m2-mt-8-5m-lo-goc-2-mat-tien-tam-giua-mat-pho-gia-lam-kd-sam-uat-pr42848747,Cần Bán Gấp! 152m2/ MT 8.5m lô góc 2 mặt tiền trung tâm giữa mặt phố Thành Trung Gia Lâm KD sầm uất,Giá thỏa thuận,152 m²,"Gia Lâm, Hà Nội",
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-hong-phong-phuong-dang-hai-prj-golden-crown-hai-phong/sieu-vip-hang-sang-theo-kien-truc-italy-kang-nong-sky-onsen-duy-nhat-tai-png-pr42848741,SIÊU VIP - CĂN HỘ HẠNG SANG PHONG CÁCH ITALY - KHOÁNG NÓNG SKY ONSEN DUY NHẤT TẠI HẢI PHÒNG,"3,65 tỷ",63 m²,"Hải An, Hải Phòng",
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-nai-hien-dong-prj-sun-symphony-residence/dual-front-biet-thu-lung-troi-chat-song-2-mat-tien-khong-danh-cho-so-dong-pr42407741,"Dual front biệt thự lửng trời, chất sống 2 mặt tiền không dành cho số đông","20,6 tỷ","288,9 m²","Sơn Trà, Đà Nẵng",
https://batdongsan.com.vn/ban-nha-mat-pho-duong-truong-chinh-phuong-12-10/ban-gap-2-can-mt-khu-vip-k300-gia-chi-7-8-ty-can-chu-mua-1-hoac-2-can-pr42848696,"Bán Gấp 2 Căn MT Trường Chinh  Khu VIP K300,  Giá Chỉ 7-8 Tỷ/Căn - Chính Chủ - mua 1 hoặc 2 căn",7 tỷ,"43,2 m²","Tân Bình, Hồ Chí Minh",
https://batdongsan.com.vn/ban-dat-nen-du-an-xa-phuoc-thuan-2-prj-quy-nhon-iconic/co-hoi-dau-tu-sinh-loi-cao-khu-do-thi-dang-cap-tai-cua-ngo-chi-toanh-toan-2-dot-pr42623571,Cơ hội đầu tư sinh lời cao đất nền khu đô thị đẳng cấp tại cửa ngõ Quy Nhơn chỉ toanh toán 2%/đợt,"1,84 tỷ",80 m²,"Tuy Phước, Bình Định",
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hung-prj-the-empire-vinhomes-ocean-park-2/dinh-noc-goc-3-mat-tien-sieu-vip-mat-vincom-2-lh-pr42343635,"Đỉnh nóc góc 3 mặt tiền siêu Vip mặt Vincom Vinhomes Ocean Park 2, LH0966 861 ***","71,31 tỷ","238,5 m²","Văn Giang, Hưng Yên",
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-vinh-tan-prj-sun-casa-central/chi-con-can-song-lap-duy-t-tu-chu-dau-tu-vsip-thanh-toan-30-n-ngay-pr42848549,Chỉ còn căn biệt thự song lập duy nhất từ chủ đầu tư Vsip. Thanh toán 30% nhận nhà ngay.,"4,97 tỷ",168 m²,"Tân Uyên, Bình Dương",
https://batdongsan.com.vn/ban-dat-duong-cay-me-xa-phong-nam-2/ha-gia-ban-gap-lo-mat-tien-tp-phan-thiet-pr42781587,Hạ giá bán gấp lô đất mặt tiền đường Cây Me - Phong Nẫm - TP Phan Thiết 1950m2. Đường ôtô tránh,3 tỷ,1.950 m²,"Phan Thiết, Bình Thuận",
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-lam-ha_1-prj-sun-urban-city/chinh-thuc-nhan-booking-phan-khu-park-residence-canh-cong-vien-world-ha-nam-pr42623034,Mở bán quỹ căn độc quyền Park Residence - Sun Urban City cạnh công viên Sun World Hà Nam,"2,02 tỷ",45 m²,"Phủ Lý, Hà Nam",
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-duong-noi/ban-100m2-geleximco-gia-tu-15-ty-song-lap-200m2-so-hong-gia-28-5-ty-pr42773951,"BÁN LIỀN KỀ 100M2 GELEXIMCO GIÁ TỪ 15 TỶ, SONG LẬP 200M2 SỔ HỒNG GIÁ 28.5 TỶ",15 tỷ,100 m²,"Hà Đông, Hà Nội",
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-nguyen-an-ninh-prj-vung-tau-centre-point/-2pn2wc-vtcp-tg-cao-view-bien-dep-nhat-du-76m2-3-6-ty-da-bao-gom-tat-ca-pr42848486,"Căn 2PN2WC VTCP tầng cao - View biển đẹp nhất dự án - 76m2 - 3,6 tỷ (đã bao gốm tất cả)","3,6 tỷ",76 m²,"Vũng Tàu, Bà Rịa Vũng Tàu",
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-times-city/quy-ban-chuyen-nhuong-gia-tot-nha-dep-nhat-park-hil-lh-pr42848345,"Quỹ căn bán chuyển nhượng giá tốt - nhà đẹp nhất Times City, Park Hil. Lh0902 121 ***","8,9 tỷ",104 m²,"Hai Bà Trưng, Hà Nội",
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-dan-chu-xa-vinh-tan-prj-sun-casa-central/shop-villa-mat-tien-thong-thoang-nhan-ngay-ck-1-5-02-chi-vang-9999-pr41462551,"Ra nhanh căn shop villa đối diện khu tiện ích 5,2ha","5,5 tỷ",168 m²,"Tân Uyên, Bình Dương",
https://batdongsan.com.vn/ban-dat-xa-loc-giang/hiem-chinh-chu-ra-gap-lo-full-tho-cu-mat-tien-dg-hcm-o-duc-hoa-long-an-gia-tot-khach-thien-chi-pr42846076,"Hiếm!Chính chủ ra GẤP lô đất full thổ cư mặt tiền Đg HCM ở Đức Hòa,Long An.Giá Tốt khách thiện chí","15,9 tỷ","1.165,8 m²","Đức Hòa, Long An",
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-huu-nghi-phuong-phu-chan-prj-centa-riverside/hang-vip-sieu-hiem-shop-villa-huong-ho-dep-nhat-vsip-bac-ninh-gia-goc-cdt-chinh-sach-hap-dan-pr40464640,"Suất VIP shophouse giá F0 VSIP Bắc Ninh, vị trí đẹp, dễ cho thuê,đầu tư, sổ lâu dài, có video","7,1 tỷ",100 m²,"Từ Sơn, Bắc Ninh",
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hung-prj-the-empire-vinhomes-ocean-park-2/gd-can-tien-ban-goc-kinh-do-view-cong-vien-mua-2022-gia-50-ty-gio-ban-lai-37-ty-170m2-dat-vip-nhat-pr42028433,"GĐ cần tiền bán góc Kinh Đô view công viên mua 2022 giá 50 tỷ giờ bán lại 37 tỷ/170,5m đất vip nhất",37 tỷ,"170,5 m²","Văn Giang, Hưng Yên",
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-nghia-tru-prj-the-crown-vinhomes-ocean-park-3/ban-gap-can-goc-cong-vien-vip-113m2-don-gia-re-nhat-gia-ban-gap-15-4-ty-3-mat-thoang-pr40490626,"Bán gấp căn góc công viên VIP 113m2. Đơn giá rẻ nhất Ocean Park. Giá bán gấp 15,4 tỷ góc 3 mặt tiền","15,4 tỷ",113 m²,"Văn Giang, Hưng Yên",
https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-masteri-lakeside/-gia-tot-nhat-studio-1pn-2pn-3pn-view-cong-vien-dieu-a-lakeside-pr42847288,"QUỸ CĂN GIÁ TỐT NHẤT, STUDIO - 1PN - 2PN - 3PN VIEW CÔNG VIÊN & HỒ ĐIỀU HOÀ - MASTERI LAKESIDE",Giá thỏa thuận,69 m²,"Gia Lâm, Hà Nội",
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-tinh-lo-818-thi-tran-thu-thua-prj-agora-city/-trung-tam-hanh-chinh-gia-tot-nhat-long-an-pr41391598,Đất nền sổ sẵn trung tâm hành chính Thủ Thừa giá tốt nhất khu vực Long An,"1,9 tỷ",100 m²,"Thủ Thừa, Long An",
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-tat-thanh-phuong-cam-nghia-prj-song-town/chi-799tr-so-huu-ngay-pho-theo-phong-thuy-ngan-hang-ho-tro-den-70-mien-goc-lai-24-thang-pr41646865,"Nhà phố hồ bơi riêng 6.9 tỷ, sổ hồng lâu dài Cam Ranh, full nội thất. Anh chị có muốn bỏ lỡ?","6,9 tỷ",120 m²,"Cam Ranh, Khánh Hòa",
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-xuan-quan-prj-the-fibonan-ecopark/mua-nha-tang-ngay-xe-o-to-vinfast-vf6s-qua-tan-gia-110-trieu-ck-4-htls-0-trong-12t-pr42798656,Mua nhà Ecopark - Tặng ngay: Xe ô tô Vinfast VF6S; Quà tân gia: 110 triệu; CK 4%; HTLS 0% trong 12T,"4,35 tỷ",75 m²,"Văn Giang, Hưng Yên",
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-binh-trung-tay-prj-diamond-island/full-gio-hang-dao-kim-cuong-quan-2-tu-1-4pn-duplex-pentuse-pool-villa-garden-villa-pr40844248,"Full giỏ hàng căn hộ Đảo Kim Cương Quận 2, từ 1 - 4PN, duplex, penthouse, pool villa, garden villa","11,3 tỷ",120 m²,"Quận 2, Hồ Chí Minh",
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-tinh-lo-8-xa-duc-lap-thuong-prj-khu-do-thi-daresco/chinh-chu-b-hoa-3-resco-long-da-co-so-chinh-chu-pr40997612,"Chính chủ bán đất khu Đức Hòa 3 Resco, Long An, đã có sổ đỏ chính chủ","2,94 tỷ",140 m²,"Đức Hòa, Long An",
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-prj-sunwah-pearl/-ban-3-phong-ngu-dang-cap-song-5-sao-ngay-trung-tam-tp-hcm-pr42598846,Sunwah Pearl - bán căn 3 phòng ngủ 130m2 đẳng cấp sống 5 sao ngay trung tâm TP. HCM,"15,5 tỷ",130 m²,"Bình Thạnh, Hồ Chí Minh",
https://batdongsan.com.vn/ban-dat-thi-tran-xuan-mai-1/ban-8-4m-bam-mat-quoc-lo-6-cach-trung-tam-hn-30km-gia-re-hon-truong-1-ty-pr42865838,"Bán 8,4m bám mặt Quốc lộ 6 cách trung tâm HN 30km. Giá rẻ hơn thị trường 1 tỷ.","6,7 tỷ",103 m²,"Chương Mỹ, Hà Nội",
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/doc-quyen-quy-can-song-lap-tu-2x-dt-150m2ty-tai-1-lh-pr42448040,"QUỸ CĂN ĐƠN LẬP GÓC MỚI NHẤT THÁNG 05, GIÁ 4X TỶ VIEW HỒ 24,5HA, CÔNG VIÊN VINHOMES OCEAN PARK 1",49 tỷ,225 m²,"Gia Lâm, Hà Nội",
https://batdongsan.com.vn/ban-nha-rieng-phuong-van-phuc-1/can-ban-nhanh-can-7-tang-thang-may-full-noi-that-pr42865770,Cần bán nhanh căn Vạn Phúc 7 tầng thang máy full nội thất,Giá thỏa thuận,50 m²,"Hà Đông, Hà Nội",
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-nguyen-an-ninh-prj-vung-tau-centre-point/uu-dai-tu-chu-dau-tu-2-pn-2wc-87-6-m2-view-boi-bien-cang-gia-chi-3-7-ty-pr42731082,"Ưu đãi từ chủ đầu tư. 2 PN 2WC 87,6 m2, view hồ bơi, biển cảng giá chỉ 3,735 tỷ","3,74 tỷ","87,6 m²","Vũng Tàu, Bà Rịa Vũng Tàu",
https://batdongsan.com.vn/ban-nha-mat-pho-duong-ma-lo-phuong-binh-tri-dong-a/ban-mt-dt-96m2-gan-benh-vien-tan-tang-noi-that-cao-cap-co-thang-y-kd-da-nganh-pr42840059,"Bán nhà MT Mã Lò DT: 96m2, gần bệnh viện Bình Tân, tặng nội thất cao cấp, có thang máy, KD đa ngành","12,99 tỷ",96 m²,"Bình Tân, Hồ Chí Minh",
https://batdongsan.com.vn/ban-dat-xa-song-lieu/-hang-phan-lo-f0-thuan-thanh-canh-kdt-hong-hac-dt-74-78m-gia-2xtr-m-1-ty-7-den-2-ty-pr42782623,"Đất hàng phân lô F0 Song Liễu Thuận Thành, Cạnh KĐT Hồng Hạc DT 74 - 78m Giá 2xtr/m 1,8 tỷ đến 2 tỷ","1,85 tỷ",74 m²,"Thuận Thành, Bắc Ninh",
https://batdongsan.com.vn/ban-dat-duong-dong-lai-xa-quang-tien-1/ban-lo-biet-thu-600m-full-tho-cu-sau-san-bay-mat-kd-19m-3-mat-tai-soc-son-ha-noi-pr42183043,"Bán lô đất biệt thự 600m2 full thổ cư sau sân bay, mặt tiền KD 19m, 3 mặt tiền tại Sóc Sơn - Hà Nội","22,8 tỷ",600 m²,"Sóc Sơn, Hà Nội",
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-can-shop-chan-de-vi-tri-ngay-cua-sanh-ra-vao-doi-dien-ho-truc-dien-cong-cong-vien-pr42865691,"Bán Căn Shop Chân Đế - Vị Trí Ngay Cửa Sảnh Ra Vào, Đối Diện Hồ , Trực Diện Cổng Công Viên",Giá thỏa thuận,58 m²,"Gia Lâm, Hà Nội",
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-thuong-1-prj-khu-do-thi-nam-thang-long-ciputra/ban-tang-cao-dt-120m-gia-7-6-ty-lh-e-huong-pr42520272,Bán căn hộ tầng cao Ciputra DT 120m2 giá 7.5 tỷ. LH em Hường0936 670 ***,"7,5 tỷ",120 m²,"Tây Hồ, Hà Nội",
https://batdongsan.com.vn/ban-dat-duong-du-noi-xa-mai-lam/ban-nhanh-lo-goc-hoa-hau-dau-gia-gia-dau-tu-cach-cau-tu-lien-800m-pr42865633,Bán Nhanh Lô Góc Hoa Hậu Đấu Giá Du Nội Mai Lâm giá đầu tư cách cầu Tứ Liên 800m,"12,95 tỷ","95,9 m²","Đông Anh, Hà Nội",
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-huu-nghi-phuong-phu-chan-prj-centa-riverside/quy-can-vip-nhat-gia-mua-si-cua-cdt-du-an-ho-tro-vay-0-1-nam-ck-len-toi-5-pr41635904,"Qũy căn VIP nhất, giá mua sỉ của CĐT dự án Centa Park View, hỗ trợ vay 0% 1 năm, CK lên tới 5%",12 tỷ,180 m²,"Từ Sơn, Bắc Ninh",
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-trinh-quang-nghi-phuong-7-6-prj-dream-home-palace/tong-hop-ro-hang-chinh-chu-gia-goc-dreamhome-1-55-2pn-da-vat-nha-moi-lh-pr38972787,"Tổng hợp rổ hàng - Dream Home Palace - 1.85tỷ/2PN 62m2, 2.05 tỷ/3PN. Nhà mới. LH:0906 662 ***","1,85 tỷ",62 m²,"Quận 8, Hồ Chí Minh",
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-so-23-xa-hoa-long-2-prj-lan-anh-residential/chuyen-moi-gioi-l-h-1-2-5-7-ba-ria-h-chi-chinh-chu-c-ra-hg-gui-em-b-pr35155422,"Chuyên môi giới đất nền dự án Lan Anh 1-2-5 & 7, Bà Rịa. Anh chị chính chủ cần ra hàng gửi em bán",800 triệu,100 m²,"Bà Rịa, Bà Rịa Vũng Tàu",
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-my-da-tay-5-phuong-khue-my-prj-khu-do-thi-nam-cau-tuyen-son/tong-hop-bds-tai-viet-a-lo-ong-lo-goc-lo-bt-chuyen-sau-uy-tin-pr42593447,"Tổng hợp BĐS tại khu đô thị Nam Việt Á: Lô ống - lô góc - lô BT: Chuyên sâu uy tín, Mạnh Nam Việt Á",Giá thỏa thuận,100 m²,"Ngũ Hành Sơn, Đà Nẵng",
https://batdongsan.com.vn/ban-dat-xa-phu-man/hiem-do-thi-ve-tinh-hoa-lac-chi-11tr-m-suat-ngoai-giao-f0-cach-dhqg-chi-5-phut-gia-sieu-re-pr42865256,"Hiếm! Đất đô thị vệ tinh Hòa Lạc chỉ 11tr/m Suất ngoại giao F0, cách ĐHQG chỉ 5 phút, giá siêu rẻ.","3,19 tỷ",290 m²,"Quốc Oai, Hà Nội",
https://batdongsan.com.vn/ban-nha-mat-pho-pho-thach-lam-phuong-an-hai-nam/sieu-hot-03-tang-duong-cach-bien-100m-chi-10-5-ty-pr42859507,"Siêu hot 03 tầng đường Thạch Lam cách biển 100m chỉ 10,5 tỷ","10,5 tỷ",100 m²,"Sơn Trà, Đà Nẵng",
https://batdongsan.com.vn/ban-dat-duong-ha-huy-tap-phuong-ninh-hai/ban-03-lo-phan-lo-nha-nuoc-tai-trung-tam-doc-let-gia-re-nhat-thi-truong-lh-pr42870268,Bán 03 lo đất phân lô nhà nước Tại trung tâm Dốc lết giá rẻ nhất thị trường lh0967 697 ***,25 triệu,512 m²,"Ninh Hòa, Khánh Hòa",
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-thi-ly-phuong-my-an-prj-sun-cosmo-residence/quy-ngoai-giao-2-3pn-gia-chi-tu-50tr-m2-goc-view-song-han-huong-chiet-khau-tot-nhat-truong-pr41932054,"Quỹ căn ngoại giao 2 - 3PN giá từ 50tr/m2 góc view sông Hàn, hưởng chiết khấu tốt nhất thị trường","4,45 tỷ",89 m²,"Ngũ Hành Sơn, Đà Nẵng",
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-n2-thi-tran-hau-nghia-prj-vinhomes-green-city/-sieu-do-dang-song-dang-dau-tu-bac-nhat-tai-long-an-pr42870112,VINHOMES GREEN CITY HẬU NGHĨA - SIÊU ĐÔ THỊ ĐÁNG SỐNG & ĐÁNG ĐẦU TƯ BẬC NHẤT TẠI LONG AN,5 tỷ,60 m²,"Đức Hòa, Long An",
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/anh-that-ban-139m2-3pn-view-mat-co-o-xe-rieng-gia-8-7-ty-da-co-so-pr42869936,"Ảnh thật: Bán căn hộ Sunrise city 139m2 - 3PN view mát có ô xe riêng giá 8.7 tỷ, đã có sổ","8,7 tỷ",139 m²,"Quận 7, Hồ Chí Minh",
https://batdongsan.com.vn/ban-dat-duong-hung-thang-phuong-hung-thang-1/ban-mat-pho-ha-long-136m2-mat-tien-8-4m-gia-tu-19tr-m2-lh-pr42867102,"Bán đất mặt phố Hùng Thắng, Hạ Long, 136m2, mặt tiền 8.4m, giá từ 19tr/m2, LH0812 618 ***","5,45 tỷ",109 m²,"Hạ Long, Quảng Ninh",
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/1-can-duy-nhat-sat-vincom-da-hoan-thien-3-tang-96m2-ma-gia-18-6-ty-dau-tu-kinh-doanh-cuc-ky-tot-pr42790707,"1 căn duy nhất sát Vincom đã hoàn thiện 3 tầng 96m2 mà giá 18,6 tỷ. Đầu tư, kinh doanh cực kỳ tốt","18,6 tỷ",96 m²,"Đan Phượng, Hà Nội",
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-viha-complex/10-suat-noi-bo-gia-tot-dep-cua-du-an-107-lien-he-ngay-pr39187138,Suất nội bộ (cam kết) 100% giá tốt căn đẹp của dự án Viha 107 Nguyễn Tuân. LH0988 160 ***,"6,48 tỷ",72 m²,"Thanh Xuân, Hà Nội",
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-nam-ky-khoi-nghia-phuong-hoa-hai-prj-fpt-city-da-nang/bao-gia-tot-nhat-tong-hop-gio-hang-biet-thu-vi-tri-dep-t5-2025-chuyen-kdt-pr42869580,Báo giá tốt nhất FPT! Tổng hợp giỏ hàng đất nền biệt thự FPT City vị trí đẹp T5.2025 chuyên KĐT FPT,"3,55 tỷ",108 m²,"Ngũ Hành Sơn, Đà Nẵng",
